index,name,base_name,Label Name,network,component,hemisphere,degree,strength,betweenness,global_efficiency,group,median_age,mean_age,sd_age,n_participants
184,7Networks_LH_Default_PFC_19,7networks_lh_default_pfc,7Networks_LH_Default_PFC,default,prefrontal cortex,L,232.0,149.87959183673468,927.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
185,7Networks_LH_Default_PFC_20,7networks_lh_default_pfc,7Networks_LH_Default_PFC,default,prefrontal cortex,L,212.0,132.8954081632653,155967.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
186,7Networks_LH_Default_PFC_21,7networks_lh_default_pfc,7Networks_LH_Default_PFC,default,prefrontal cortex,L,230.0,139.17663265306126,4626.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
187,7Networks_LH_Default_PFC_22,7networks_lh_default_pfc,7Networks_LH_Default_PFC,default,prefrontal cortex,L,238.0,141.64673469387745,216.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
188,7Networks_LH_Default_PFC_23,7networks_lh_default_pfc,7Networks_LH_Default_PFC,default,prefrontal cortex,L,166.0,104.64214285714291,162161.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
189,7Networks_LH_Default_PFC_24,7networks_lh_default_pfc,7Networks_LH_Default_PFC,default,prefrontal cortex,L,207.0,132.95642857142863,107050.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
190,7Networks_LH_Default_pCunPCC_1,7networks_lh_default_pcunpcc,7Networks_LH_Default_pCunPCC,default,precuneus posterior cingulate cortex,L,224.0,131.3119387755102,60232.5,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
191,7Networks_LH_Default_pCunPCC_2,7networks_lh_default_pcunpcc,7Networks_LH_Default_pCunPCC,default,precuneus posterior cingulate cortex,L,260.0,151.9417346938775,126640.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
192,7Networks_LH_Default_pCunPCC_3,7networks_lh_default_pcunpcc,7Networks_LH_Default_pCunPCC,default,precuneus posterior cingulate cortex,L,315.0,165.5444897959182,0.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
193,7Networks_LH_Default_pCunPCC_4,7networks_lh_default_pcunpcc,7Networks_LH_Default_pCunPCC,default,precuneus posterior cingulate cortex,L,234.0,137.44816326530605,116186.5,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
194,7Networks_LH_Default_pCunPCC_5,7networks_lh_default_pcunpcc,7Networks_LH_Default_pCunPCC,default,precuneus posterior cingulate cortex,L,294.0,161.34428571428572,0.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
195,7Networks_LH_Default_pCunPCC_6,7networks_lh_default_pcunpcc,7Networks_LH_Default_pCunPCC,default,precuneus posterior cingulate cortex,L,302.0,176.03561224489792,0.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
196,7Networks_LH_Default_pCunPCC_7,7networks_lh_default_pcunpcc,7Networks_LH_Default_pCunPCC,default,precuneus posterior cingulate cortex,L,333.0,180.19438775510199,0.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
197,7Networks_LH_Default_pCunPCC_8,7networks_lh_default_pcunpcc,7Networks_LH_Default_pCunPCC,default,precuneus posterior cingulate cortex,L,317.0,167.06704081632645,0.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
198,7Networks_LH_Default_pCunPCC_9,7networks_lh_default_pcunpcc,7Networks_LH_Default_pCunPCC,default,precuneus posterior cingulate cortex,L,217.0,133.3455102040817,868.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
199,7Networks_LH_Default_pCunPCC_10,7networks_lh_default_pcunpcc,7Networks_LH_Default_pCunPCC,default,precuneus posterior cingulate cortex,L,273.0,144.92387755102038,73.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
200,7Networks_LH_Default_pCunPCC_11,7networks_lh_default_pcunpcc,7Networks_LH_Default_pCunPCC,default,precuneus posterior cingulate cortex,L,336.0,179.90163265306117,0.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
201,7Networks_RH_Vis_1,7networks_rh_vis,7Networks_RH_Vis,visual,visual,R,78.0,91.02714285714282,111777.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
202,7Networks_RH_Vis_2,7networks_rh_vis,7Networks_RH_Vis,visual,visual,R,222.0,132.74091836734698,2367.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
203,7Networks_RH_Vis_3,7networks_rh_vis,7Networks_RH_Vis,visual,visual,R,120.0,106.58418367346951,130986.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
204,7Networks_RH_Vis_4,7networks_rh_vis,7Networks_RH_Vis,visual,visual,R,237.0,137.17867346938777,56680.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
205,7Networks_RH_Vis_5,7networks_rh_vis,7Networks_RH_Vis,visual,visual,R,277.0,157.89693877551022,26.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
206,7Networks_RH_Vis_6,7networks_rh_vis,7Networks_RH_Vis,visual,visual,R,363.0,185.61959183673466,0.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
207,7Networks_RH_Vis_7,7networks_rh_vis,7Networks_RH_Vis,visual,visual,R,143.0,102.13959183673461,198793.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
208,7Networks_RH_Vis_8,7networks_rh_vis,7Networks_RH_Vis,visual,visual,R,269.0,151.52581632653056,5.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
209,7Networks_RH_Vis_9,7networks_rh_vis,7Networks_RH_Vis,visual,visual,R,308.0,177.9259183673468,0.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
210,7Networks_RH_Vis_10,7networks_rh_vis,7Networks_RH_Vis,visual,visual,R,293.0,156.1525510204082,122606.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
211,7Networks_RH_Vis_11,7networks_rh_vis,7Networks_RH_Vis,visual,visual,R,264.0,142.0779591836733,210.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
212,7Networks_RH_Vis_12,7networks_rh_vis,7Networks_RH_Vis,visual,visual,R,221.0,125.9017346938776,46072.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
213,7Networks_RH_Vis_13,7networks_rh_vis,7Networks_RH_Vis,visual,visual,R,220.0,130.86571428571423,50254.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
214,7Networks_RH_Vis_14,7networks_rh_vis,7Networks_RH_Vis,visual,visual,R,204.0,125.21642857142866,32097.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
215,7Networks_RH_Vis_15,7networks_rh_vis,7Networks_RH_Vis,visual,visual,R,292.0,163.9967346938777,8.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
216,7Networks_RH_Vis_16,7networks_rh_vis,7Networks_RH_Vis,visual,visual,R,274.0,161.1632653061222,64286.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
217,7Networks_RH_Vis_17,7networks_rh_vis,7Networks_RH_Vis,visual,visual,R,112.0,95.81948979591841,160120.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
218,7Networks_RH_Vis_18,7networks_rh_vis,7Networks_RH_Vis,visual,visual,R,227.0,134.44867346938773,10338.5,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
219,7Networks_RH_Vis_19,7networks_rh_vis,7Networks_RH_Vis,visual,visual,R,292.0,173.28010204081625,2.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
220,7Networks_RH_Vis_20,7networks_rh_vis,7Networks_RH_Vis,visual,visual,R,272.0,152.08040816326522,142.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
221,7Networks_RH_Vis_21,7networks_rh_vis,7Networks_RH_Vis,visual,visual,R,285.0,156.5431632653061,12.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
222,7Networks_RH_Vis_22,7networks_rh_vis,7Networks_RH_Vis,visual,visual,R,303.0,173.66387755102033,0.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
223,7Networks_RH_Vis_23,7networks_rh_vis,7Networks_RH_Vis,visual,visual,R,318.0,162.90969387755095,0.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
224,7Networks_RH_Vis_24,7networks_rh_vis,7Networks_RH_Vis,visual,visual,R,284.0,159.48632653061236,11.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
225,7Networks_RH_Vis_25,7networks_rh_vis,7Networks_RH_Vis,visual,visual,R,276.0,147.73071428571427,362.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
226,7Networks_RH_Vis_26,7networks_rh_vis,7Networks_RH_Vis,visual,visual,R,330.0,174.0627551020408,0.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
227,7Networks_RH_Vis_27,7networks_rh_vis,7Networks_RH_Vis,visual,visual,R,253.0,151.3022448979591,157139.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
228,7Networks_RH_Vis_28,7networks_rh_vis,7Networks_RH_Vis,visual,visual,R,300.0,158.75285714285712,0.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
229,7Networks_RH_Vis_29,7networks_rh_vis,7Networks_RH_Vis,visual,visual,R,313.0,173.0346938775511,0.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
230,7Networks_RH_Vis_30,7networks_rh_vis,7Networks_RH_Vis,visual,visual,R,285.0,152.15520408163263,9437.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
231,7Networks_RH_SomMot_1,7networks_rh_sommot,7Networks_RH_SomMot,somatomotor,somatomotor,R,346.0,177.6941836734696,0.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
232,7Networks_RH_SomMot_2,7networks_rh_sommot,7Networks_RH_SomMot,somatomotor,somatomotor,R,323.0,170.9793877551021,0.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
233,7Networks_RH_SomMot_3,7networks_rh_sommot,7Networks_RH_SomMot,somatomotor,somatomotor,R,305.0,181.413775510204,0.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
234,7Networks_RH_SomMot_4,7networks_rh_sommot,7Networks_RH_SomMot,somatomotor,somatomotor,R,254.0,152.63551020408173,33667.5,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
235,7Networks_RH_SomMot_5,7networks_rh_sommot,7Networks_RH_SomMot,somatomotor,somatomotor,R,267.0,157.34071428571437,187816.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
236,7Networks_RH_SomMot_6,7networks_rh_sommot,7Networks_RH_SomMot,somatomotor,somatomotor,R,246.0,147.00510204081635,7.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
237,7Networks_RH_SomMot_7,7networks_rh_sommot,7Networks_RH_SomMot,somatomotor,somatomotor,R,331.0,179.78663265306128,0.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
238,7Networks_RH_SomMot_8,7networks_rh_sommot,7Networks_RH_SomMot,somatomotor,somatomotor,R,318.0,168.1054081632654,1.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
239,7Networks_RH_SomMot_9,7networks_rh_sommot,7Networks_RH_SomMot,somatomotor,somatomotor,R,270.0,156.2792857142856,16383.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
240,7Networks_RH_SomMot_10,7networks_rh_sommot,7Networks_RH_SomMot,somatomotor,somatomotor,R,186.0,115.6352040816327,148814.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
241,7Networks_RH_SomMot_11,7networks_rh_sommot,7Networks_RH_SomMot,somatomotor,somatomotor,R,252.0,152.29408163265313,0.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
242,7Networks_RH_SomMot_12,7networks_rh_sommot,7Networks_RH_SomMot,somatomotor,somatomotor,R,307.0,170.72255102040833,0.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
243,7Networks_RH_SomMot_13,7networks_rh_sommot,7Networks_RH_SomMot,somatomotor,somatomotor,R,226.0,134.07122448979578,192385.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
244,7Networks_RH_SomMot_14,7networks_rh_sommot,7Networks_RH_SomMot,somatomotor,somatomotor,R,277.0,153.24459183673454,1345.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
245,7Networks_RH_SomMot_15,7networks_rh_sommot,7Networks_RH_SomMot,somatomotor,somatomotor,R,177.0,116.42520408163276,157530.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
246,7Networks_RH_SomMot_16,7networks_rh_sommot,7Networks_RH_SomMot,somatomotor,somatomotor,R,377.0,210.9404081632655,0.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
247,7Networks_RH_SomMot_17,7networks_rh_sommot,7Networks_RH_SomMot,somatomotor,somatomotor,R,198.0,122.74224489795905,170194.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
248,7Networks_RH_SomMot_18,7networks_rh_sommot,7Networks_RH_SomMot,somatomotor,somatomotor,R,381.0,208.4241836734694,0.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
249,7Networks_RH_SomMot_19,7networks_rh_sommot,7Networks_RH_SomMot,somatomotor,somatomotor,R,143.0,108.79938775510209,163259.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
250,7Networks_RH_SomMot_20,7networks_rh_sommot,7Networks_RH_SomMot,somatomotor,somatomotor,R,278.0,162.35673469387748,0.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
251,7Networks_RH_SomMot_21,7networks_rh_sommot,7Networks_RH_SomMot,somatomotor,somatomotor,R,374.0,193.8051020408165,0.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
252,7Networks_RH_SomMot_22,7networks_rh_sommot,7Networks_RH_SomMot,somatomotor,somatomotor,R,338.0,176.84653061224492,0.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
253,7Networks_RH_SomMot_23,7networks_rh_sommot,7Networks_RH_SomMot,somatomotor,somatomotor,R,313.0,173.12632653061243,0.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
254,7Networks_RH_SomMot_24,7networks_rh_sommot,7Networks_RH_SomMot,somatomotor,somatomotor,R,159.0,116.47918367346938,53663.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
255,7Networks_RH_SomMot_25,7networks_rh_sommot,7Networks_RH_SomMot,somatomotor,somatomotor,R,305.0,162.7642857142857,0.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
256,7Networks_RH_SomMot_26,7networks_rh_sommot,7Networks_RH_SomMot,somatomotor,somatomotor,R,269.0,158.38673469387751,493.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
257,7Networks_RH_SomMot_27,7networks_rh_sommot,7Networks_RH_SomMot,somatomotor,somatomotor,R,271.0,150.44193877551007,197463.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
258,7Networks_RH_SomMot_28,7networks_rh_sommot,7Networks_RH_SomMot,somatomotor,somatomotor,R,274.0,155.77836734693872,3733.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
259,7Networks_RH_SomMot_29,7networks_rh_sommot,7Networks_RH_SomMot,somatomotor,somatomotor,R,237.0,145.83000000000004,25.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
260,7Networks_RH_SomMot_30,7networks_rh_sommot,7Networks_RH_SomMot,somatomotor,somatomotor,R,182.0,127.49438775510205,3385.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
261,7Networks_RH_SomMot_31,7networks_rh_sommot,7Networks_RH_SomMot,somatomotor,somatomotor,R,141.0,103.57918367346949,189253.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
262,7Networks_RH_SomMot_32,7networks_rh_sommot,7Networks_RH_SomMot,somatomotor,somatomotor,R,172.0,117.28489795918372,196134.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
263,7Networks_RH_SomMot_33,7networks_rh_sommot,7Networks_RH_SomMot,somatomotor,somatomotor,R,199.0,126.88530612244894,48370.5,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
264,7Networks_RH_SomMot_34,7networks_rh_sommot,7Networks_RH_SomMot,somatomotor,somatomotor,R,283.0,157.14918367346942,0.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
265,7Networks_RH_SomMot_35,7networks_rh_sommot,7Networks_RH_SomMot,somatomotor,somatomotor,R,42.0,55.56346938775511,190854.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
266,7Networks_RH_SomMot_36,7networks_rh_sommot,7Networks_RH_SomMot,somatomotor,somatomotor,R,276.0,160.21959183673465,0.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
267,7Networks_RH_SomMot_37,7networks_rh_sommot,7Networks_RH_SomMot,somatomotor,somatomotor,R,171.0,118.40142857142853,164493.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
268,7Networks_RH_SomMot_38,7networks_rh_sommot,7Networks_RH_SomMot,somatomotor,somatomotor,R,233.0,143.6108163265306,326.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
269,7Networks_RH_SomMot_39,7networks_rh_sommot,7Networks_RH_SomMot,somatomotor,somatomotor,R,264.0,153.16612244897945,1303.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
270,7Networks_RH_SomMot_40,7networks_rh_sommot,7Networks_RH_SomMot,somatomotor,somatomotor,R,174.0,118.3131632653061,148688.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
271,7Networks_RH_DorsAttn_Post_1,7networks_rh_dorsattn_post,7Networks_RH_DorsAttn_Post,dorsal attention,posterior,R,289.0,149.9499999999998,326.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
272,7Networks_RH_DorsAttn_Post_2,7networks_rh_dorsattn_post,7Networks_RH_DorsAttn_Post,dorsal attention,posterior,R,346.0,189.30214285714288,0.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
273,7Networks_RH_DorsAttn_Post_3,7networks_rh_dorsattn_post,7Networks_RH_DorsAttn_Post,dorsal attention,posterior,R,269.0,151.25489795918364,14827.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
274,7Networks_RH_DorsAttn_Post_4,7networks_rh_dorsattn_post,7Networks_RH_DorsAttn_Post,dorsal attention,posterior,R,319.0,181.8701020408165,2.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
275,7Networks_RH_DorsAttn_Post_5,7networks_rh_dorsattn_post,7Networks_RH_DorsAttn_Post,dorsal attention,posterior,R,203.0,129.83387755102046,148801.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
276,7Networks_RH_DorsAttn_Post_6,7networks_rh_dorsattn_post,7Networks_RH_DorsAttn_Post,dorsal attention,posterior,R,110.0,101.19959183673471,129293.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
277,7Networks_RH_DorsAttn_Post_7,7networks_rh_dorsattn_post,7Networks_RH_DorsAttn_Post,dorsal attention,posterior,R,211.0,127.99663265306114,178889.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
278,7Networks_RH_DorsAttn_Post_8,7networks_rh_dorsattn_post,7Networks_RH_DorsAttn_Post,dorsal attention,posterior,R,313.0,162.77887755102026,1312.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
279,7Networks_RH_DorsAttn_Post_9,7networks_rh_dorsattn_post,7Networks_RH_DorsAttn_Post,dorsal attention,posterior,R,230.0,136.9775510204082,133434.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
280,7Networks_RH_DorsAttn_Post_10,7networks_rh_dorsattn_post,7Networks_RH_DorsAttn_Post,dorsal attention,posterior,R,92.0,74.15908163265301,193057.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
281,7Networks_RH_DorsAttn_Post_11,7networks_rh_dorsattn_post,7Networks_RH_DorsAttn_Post,dorsal attention,posterior,R,255.0,142.08683673469372,1376.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
282,7Networks_RH_DorsAttn_Post_12,7networks_rh_dorsattn_post,7Networks_RH_DorsAttn_Post,dorsal attention,posterior,R,267.0,151.0345918367348,176718.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
283,7Networks_RH_DorsAttn_Post_13,7networks_rh_dorsattn_post,7Networks_RH_DorsAttn_Post,dorsal attention,posterior,R,289.0,161.24081632653065,0.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
284,7Networks_RH_DorsAttn_Post_14,7networks_rh_dorsattn_post,7Networks_RH_DorsAttn_Post,dorsal attention,posterior,R,245.0,135.342755102041,189757.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
285,7Networks_RH_DorsAttn_Post_15,7networks_rh_dorsattn_post,7Networks_RH_DorsAttn_Post,dorsal attention,posterior,R,215.0,133.5433673469389,18386.5,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
286,7Networks_RH_DorsAttn_Post_16,7networks_rh_dorsattn_post,7Networks_RH_DorsAttn_Post,dorsal attention,posterior,R,267.0,141.29285714285712,2934.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
287,7Networks_RH_DorsAttn_Post_17,7networks_rh_dorsattn_post,7Networks_RH_DorsAttn_Post,dorsal attention,posterior,R,282.0,154.32112244897954,31611.5,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
288,7Networks_RH_DorsAttn_Post_18,7networks_rh_dorsattn_post,7Networks_RH_DorsAttn_Post,dorsal attention,posterior,R,246.0,143.1262244897959,162092.5,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
289,7Networks_RH_DorsAttn_Post_19,7networks_rh_dorsattn_post,7Networks_RH_DorsAttn_Post,dorsal attention,posterior,R,168.0,117.08295918367347,80194.5,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
290,7Networks_RH_DorsAttn_FEF_1,7networks_rh_dorsattn_fef,7Networks_RH_DorsAttn_FEF,dorsal attention,frontal eye fields,R,135.0,97.79908163265303,142526.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
291,7Networks_RH_DorsAttn_FEF_2,7networks_rh_dorsattn_fef,7Networks_RH_DorsAttn_FEF,dorsal attention,frontal eye fields,R,314.0,166.78591836734682,0.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
292,7Networks_RH_DorsAttn_FEF_3,7networks_rh_dorsattn_fef,7Networks_RH_DorsAttn_FEF,dorsal attention,frontal eye fields,R,97.0,93.43438775510202,133683.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
293,7Networks_RH_DorsAttn_PrCv_1,7networks_rh_dorsattn_prcv,7Networks_RH_DorsAttn_PrCv,dorsal attention,precentral ventral,R,203.0,127.12418367346942,2230.5,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
294,7Networks_RH_SalVentAttn_TempOccPar_1,7networks_rh_salventattn_tempoccpar,7Networks_RH_SalVentAttn_TempOccPar,salience / ventral attention,temporal occipital parietal,R,264.0,149.0415306122449,1421.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
295,7Networks_RH_SalVentAttn_TempOccPar_2,7networks_rh_salventattn_tempoccpar,7Networks_RH_SalVentAttn_TempOccPar,salience / ventral attention,temporal occipital parietal,R,224.0,129.86193877551023,168258.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
296,7Networks_RH_SalVentAttn_TempOccPar_3,7networks_rh_salventattn_tempoccpar,7Networks_RH_SalVentAttn_TempOccPar,salience / ventral attention,temporal occipital parietal,R,178.0,114.47989795918366,187754.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
297,7Networks_RH_SalVentAttn_TempOccPar_4,7networks_rh_salventattn_tempoccpar,7Networks_RH_SalVentAttn_TempOccPar,salience / ventral attention,temporal occipital parietal,R,240.0,143.19622448979598,130290.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
298,7Networks_RH_SalVentAttn_TempOccPar_5,7networks_rh_salventattn_tempoccpar,7Networks_RH_SalVentAttn_TempOccPar,salience / ventral attention,temporal occipital parietal,R,323.0,177.71316326530626,1.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
299,7Networks_RH_SalVentAttn_TempOccPar_6,7networks_rh_salventattn_tempoccpar,7Networks_RH_SalVentAttn_TempOccPar,salience / ventral attention,temporal occipital parietal,R,345.0,181.6042857142857,0.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
300,7Networks_RH_SalVentAttn_TempOccPar_7,7networks_rh_salventattn_tempoccpar,7Networks_RH_SalVentAttn_TempOccPar,salience / ventral attention,temporal occipital parietal,R,334.0,181.4144897959185,0.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
301,7Networks_RH_SalVentAttn_PrC_1,7networks_rh_salventattn_prc,7Networks_RH_SalVentAttn_PrC,salience / ventral attention,precentral,R,264.0,145.0716326530613,953.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
302,7Networks_RH_SalVentAttn_FrOperIns_1,7networks_rh_salventattn_froperins,7Networks_RH_SalVentAttn_FrOperIns,salience / ventral attention,frontal operculum insula,R,362.0,188.0525510204083,0.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
303,7Networks_RH_SalVentAttn_FrOperIns_2,7networks_rh_salventattn_froperins,7Networks_RH_SalVentAttn_FrOperIns,salience / ventral attention,frontal operculum insula,R,310.0,173.00122448979573,0.0,-3.379913242355298e-05,Q38,34.69,34.733061224489795,0.3068740518086692,49
