index,name,base_name,Label Name,network,component,hemisphere,beta1,intercept,pval,adj_r2,quad_beta2,quad_beta1,quad_intercept,quad_pval,quad_adj_r2,f_statistic,pval_quad_vs_linear,pval_adj,quad_pval_adj,pval_quad_vs_linear_adj
1,7Networks_LH_Vis_1,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,0.7065130885620841,174.31621510284114,0.08036353283911199,0.04279974689038857,0.00036733017001897017,0.6760967769506241,174.86144973849287,0.22033575239149164,0.022437820120099428,0.00019404894126551738,0.9889446765591674,0.185203268573385,0.29771557019564643,0.9978545432925937
2,7Networks_LH_Vis_2,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,2.068510349513881,98.825384114851,6.641543896336187e-05,0.2696403287145739,0.06413225813495851,-3.2418804296582735,194.01802346681887,4.40964338735126e-05,0.3196166317865732,4.525751303643691,0.03866478937764119,0.0008149353861990889,0.0005660949298075831,0.1415630191729766
3,7Networks_LH_Vis_3,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,-0.048847970054185286,201.58002191553217,0.9259055495537094,-0.020647492948119517,-0.029355782762541124,2.3819206108606883,158.00671695676,0.6962584313742082,-0.026614995695365185,0.7209858290899346,0.4001250452836571,0.9641310080215231,0.7635297774007017,0.6095864783851689
4,7Networks_LH_Vis_4,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,2.1501450056545153,125.19920274316162,8.502827112689268e-06,0.32732743030895406,-0.023673233627219986,4.110377269776979,90.06060546769295,3.9333232165520876e-05,0.3229181295071727,0.6874138155088246,0.41123648203826413,0.00019805483823143936,0.0005252143353866611,0.6202703084563851
5,7Networks_LH_Vis_5,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,2.0750336935358145,140.82847827474424,2.9073931476001996e-06,0.35579119428955674,-0.02983782155316919,4.545716888771093,96.53967465610464,1.0333010512569115e-05,0.3603569824436844,1.342625222792872,0.25242517594270336,9.428260635789219e-05,0.00022338984631935135,0.47587661190356495
6,7Networks_LH_Vis_6,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,1.2262933172472144,151.56161961747918,0.015785365873592038,0.0969944256546581,0.02422709640618606,-0.7798008559968572,187.52232516267054,0.04247767806492662,0.0885725914255594,0.556467098538305,0.4594021094822318,0.05193156598993323,0.08312442173050295,0.666353219504579
7,7Networks_LH_Vis_7,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,0.27538285040090704,219.59045207351488,0.5022632770277147,-0.011205343406974766,0.0027171819328646596,0.050390026177367986,223.62361303355104,0.7963651978699415,-0.032500412156958314,0.010011726906886188,0.9207233817358804,0.6628707202633211,0.8467208427001252,0.9754815604152106
8,7Networks_LH_Vis_8,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,0.1772084952567865,216.19030295322196,0.6721418205193204,-0.016991577594037466,-0.00046325768877705786,0.21556796411699253,215.50268141334146,0.9150788869527274,-0.03862353587870948,0.0002787710892889863,0.9867494648752236,0.7885074586970838,0.9346284622286737,0.9978545432925937
9,7Networks_LH_Vis_9,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,1.0711047690594686,139.94249499984267,0.018600110321888203,0.09150610601271236,-0.005096410116899125,1.4931065834148622,132.37780377648474,0.06361537954270562,0.07277320796243003,0.030249002579392472,0.8626734096920664,0.058598999540570386,0.11506526817684602,0.9568864901394393
10,7Networks_LH_Vis_10,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,2.0572998617413996,99.50633938790999,0.0008642519049840921,0.19181162795972573,-0.12177401731065308,12.140643836756393,-81.24497749070511,1.538617848647744e-05,0.34942813744969503,12.629141822796752,0.0008774282415956973,0.006228101029567903,0.00029105520970253157,0.011381497762412759
11,7Networks_LH_Vis_11,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,1.6031074515117734,148.75051129786235,0.0004626817449109819,0.21134077512557825,0.013102002602867091,0.5182126445249455,168.19804433090653,0.002090491319815581,0.1981996568563169,0.21330330883694146,0.6463212319890508,0.0039633492865959585,0.009173278826869814,0.8083466648017329
12,7Networks_LH_Vis_12,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,-0.7422829173237822,224.36681624147258,0.16678168975975718,0.01943076431692814,0.04670374279577896,-4.609527457093668,293.6900035677292,0.15879376632347542,0.0359686997525962,1.8234389284957329,0.18337124135552035,0.3040919162687942,0.23255603197050917,0.3836430579511808
13,7Networks_LH_Vis_13,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,-1.0033397066487098,246.65950548961285,0.010059699136521638,0.11202773752109996,-0.009453210614861901,-0.22057851996015998,232.62793861596433,0.035136270363994214,0.0959020505662378,0.14386159783001257,0.7061801379128823,0.037435273835908396,0.07185525560924942,0.8492615644072575
14,7Networks_LH_Vis_14,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,-0.8441552728410664,248.62181966006617,0.10199280325637572,0.03504297590679861,0.074862596545682,-7.043058195680272,359.74168914802726,0.019839836718254525,0.11762532572434725,5.492369179222401,0.023380709733678916,0.21816044701708537,0.04711506329402669,0.10509744771376463
15,7Networks_LH_Vis_15,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,-0.12724148120376144,170.62755092687217,0.772299189615789,-0.01903546817914803,-0.004325903105104667,0.23095947146811113,164.20653682053594,0.9489143481648111,-0.04022948326016196,0.022030484369352725,0.882641026342456,0.8675752002724547,0.9573491423707206,0.9568864901394393
