index,name,base_name,Label Name,network,component,hemisphere,beta1,intercept,pval,adj_r2,quad_beta2,quad_beta1,quad_intercept,quad_pval,quad_adj_r2,f_statistic,pval_quad_vs_linear,pval_adj,quad_pval_adj,pval_quad_vs_linear_adj
1,7Networks_LH_Vis_1,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,0.7220904880675516,7.178326952152844,3.071310165787771e-05,0.2917756512838954,0.01941714350377937,-0.8693433377259865,35.51896982244338,3.2151533242899534e-05,0.32870205885487336,3.6403590042052025,0.06251431691114925,0.00012231358028663578,8.586350642515522e-05,0.11307370469187954
2,7Networks_LH_Vis_2,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,1.1795776326917469,-22.667096556716192,1.833747603662678e-06,0.3676734092098227,0.05716069454806597,-3.5053268586377246,60.76282865803984,1.2616677407424909e-09,0.5640717334385046,22.62539180433455,1.905858907548105e-05,1.2425692717356057e-05,3.369395025277005e-08,0.00029836549794028957
3,7Networks_LH_Vis_3,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,0.6935346008291094,6.668866688638776,0.0003442677497967836,0.22045422716805962,0.008496549616816795,-0.0028446817416476478,19.070159302716764,0.0013819373069555525,0.21219837025078958,0.4969785323303859,0.4843098376747367,0.0009087067349287196,0.0023237019902141516,0.5681567604763061
4,7Networks_LH_Vis_4,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,1.205852202517223,-7.908049835132076,3.82801071141379e-09,0.5081575948526763,0.035002952066525025,-1.6629983011861391,43.18114172026846,1.6499337792165593e-10,0.6002207937157331,12.053685324205016,0.0011194954302430956,1.307065631093579e-07,8.618116510379056e-09,0.005566395713533045
5,7Networks_LH_Vis_5,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,1.0326585475953383,4.231585770210074,1.605312778246768e-07,0.42714532686307505,0.018659497487670595,-0.4966784256009813,31.466392699160686,3.155954521541318e-07,0.4486016179131793,2.8678001311996,0.09698702146395674,1.8544590868349962e-06,1.8852675694470504e-06,0.1601167554350413
6,7Networks_LH_Vis_6,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,0.7904209515160342,4.218929849223919,0.0002558890850459956,0.2295167707372172,0.031289206508582926,-1.7740500588726036,49.887656929595835,7.679927917467704e-05,0.3033621985980862,6.088125465182351,0.017307613274982623,0.0007127217460790307,0.00018254907196493914,0.03988658084691427
7,7Networks_LH_Vis_7,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,1.025076364590602,5.43043980180304,1.2634920383952391e-08,0.48354269171022024,0.02240781907779514,-0.8114739619661311,38.136177278701766,8.174833229023548e-09,0.52799305572941,5.5203094971797,0.023049829042648063,3.3826865802503896e-07,1.613640993902909e-07,0.05079913779302049
8,7Networks_LH_Vis_8,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,0.6125484657006264,21.042141248001045,0.0006447441873100881,0.20101426803773648,0.041396486676663166,-2.7803176967928627,81.46313184116887,1.1655810321162912e-06,0.4170777028418916,18.791470529024004,7.639248598068297e-05,0.0015487505875067724,5.399732536538736e-06,0.0007379189071325546
9,7Networks_LH_Vis_9,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,0.9109917138116299,-4.3900188000283435,2.420326339375764e-05,0.2984929240181222,0.03963739018415702,-2.3376984703530193,53.463450702367936,9.310892739024715e-07,0.4226228997781666,11.319492813609903,0.0015345209824899565,0.00010269422038099036,4.449626635281285e-06,0.006852817476930488
10,7Networks_LH_Vis_10,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,1.3924801830962739,-29.750079543456344,2.3710142387738498e-08,0.47009467843475194,-0.01076415455108281,2.2747129201272513,-45.46109593850197,1.514130809541265e-07,0.4655680555797179,0.5934414113712434,0.4449465291566196,5.12590697334918e-07,1.169945694967873e-06,0.5358242022204385
11,7Networks_LH_Vis_11,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,0.974374403666677,2.3932257792328073,6.171914990609403e-06,0.3359430217225513,0.039126341917855294,-2.232430139726583,59.50078554460107,2.4890835350444505e-07,0.45414332535233026,11.393963906169146,0.0014858635385064933,3.2965287126313746e-05,1.5695054512641395e-06,0.0068139600654742215
12,7Networks_LH_Vis_12,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,0.4230911873451255,16.583730762186565,0.0935562539395538,0.03784172508277184,0.052397307367337505,-3.871404926805314,93.0611680934555,0.0009583716193269531,0.22437310836835245,12.543573971336697,0.0009096250200881753,0.12205327381769376,0.0016799255412140413,0.004975539266506405
13,7Networks_LH_Vis_13,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,0.3601851324460578,24.217068224687665,0.01043222135717078,0.11081710321217819,-0.009761377441712203,1.1602300125827991,9.969673290215098,0.021765695970416037,0.114139903269184,1.180044685752158,0.2828870040366071,0.01722093231776353,0.02791419765697424,0.37334505765296405
14,7Networks_LH_Vis_14,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,0.1377586947196786,36.484824653560466,0.5792482344299963,-0.014247560559988992,0.0687165883097656,-5.494269672789899,136.78136354316428,2.074221153159838e-05,0.3411061428608524,26.88729213269663,4.483859580008781e-06,0.6261397581695675,5.9980662645513776e-05,0.00011974542643082274
15,7Networks_LH_Vis_15,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,0.7047187726678378,-2.5810702571675144,0.00013489162567646893,0.248785463934465,0.027921520650046598,-1.5837358819227365,38.1722900393349,3.055041319568979e-05,0.33015967381000366,6.831183822930905,0.011996210356936841,0.0004137891760616007,8.305321910684529e-05,0.030956540173571866
