index,name,base_name,Label Name,network,component,hemisphere,beta1,intercept,pval,adj_r2,quad_beta2,quad_beta1,quad_intercept,quad_pval,quad_adj_r2,f_statistic,pval_quad_vs_linear,pval_adj,quad_pval_adj,pval_quad_vs_linear_adj
1,7Networks_LH_Vis_1,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,-904.7094016994226,103434.23571377594,0.13342549466403547,0.026434947102188078,-32.71588729306579,1791.7453243949103,55253.19456132515,0.23367734287142494,0.01998924097517607,0.6842954107927997,0.4122918793112703,0.2432737934838237,0.29800425186412055,0.6137066006797269
2,7Networks_LH_Vis_2,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,-865.3685448343497,90188.86046781465,0.14558742157388888,0.023678717637912294,-84.85983336809817,6128.808219843641,-34785.13418722349,0.030195954362720115,0.1017128428118198,5.169755716058743,0.027593980976725944,0.25819019294744355,0.05927628841932482,0.09621946173321591
3,7Networks_LH_Vis_3,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,-1142.4453182884786,141219.56700691424,0.053308218407080894,0.05633714148365132,-5.958102922831188,-651.3764183100071,132445.00437488288,0.15582073131802512,0.03674371965685863,0.023640679144066236,0.8784610083594654,0.12285244242037932,0.2130801566818777,0.9263438646576594
4,7Networks_LH_Vis_4,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,51.83476765539507,32397.213559770178,0.9243073092787509,-0.020639365557999945,-45.720764036615115,3820.1559249820466,-34936.25026581693,0.4478671917189909,-0.007519613391983704,1.6250479847718617,0.20865562054748754,0.9515544635205282,0.510883681006085,0.38197440213128764
5,7Networks_LH_Vis_5,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,-527.7862523840056,33386.60283461993,0.11483090401680864,0.031223751610777284,-11.660413563768522,433.2690593850332,16214.18563138533,0.25417271138825653,0.01647691235657922,0.28029316942874416,0.599001065774139,0.21877578681898593,0.3187690910780897,0.7682104063883026
6,7Networks_LH_Vis_6,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,250.26249218797489,86979.49538648549,0.6835450756208767,-0.01726874377555565,-170.3842223606478,14293.388925553934,-163947.19218119705,1.9741949713474492e-05,0.34249046738071787,27.26340954588121,3.9637090211782965e-06,0.7758236608296951,0.00022981654281839536,0.00017995238956149465
7,7Networks_LH_Vis_7,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,-1041.8794760778846,178784.6974873827,0.03277510401217649,0.07254820016349273,80.01090916068848,-7636.4062334545015,296617.62900421047,0.00354860621018903,0.1799405022709908,7.285922564686079,0.009626656723657699,0.08312791743870461,0.010595172258447413,0.04243205973340384
8,7Networks_LH_Vis_8,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,-211.7385271545125,19907.967603505953,0.46982671252476027,-0.009668899482442539,-14.62036240043587,993.2767896766732,-1623.5982736159694,0.5826675328180928,-0.018863793340352153,0.5668165773830536,0.45528132162306945,0.5974827100454935,0.6379496808089458,0.6514497675147695
9,7Networks_LH_Vis_9,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,-259.9850822339622,113222.91916968116,0.5810230158788003,-0.01430879446632094,-97.22915308084806,7753.675283767161,-29967.506443478476,0.004115033314093473,0.1747563435092483,11.996905642896062,0.0011469231732322185,0.7015543861940834,0.011824209649357195,0.009824587182026927
10,7Networks_LH_Vis_10,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,839.0793643601071,100055.27703263784,0.11530056660550812,0.031092801178682405,-104.68294667479071,9467.083971850843,-54112.431044987796,0.002162286789286115,0.1970467187125441,10.920612104421595,0.0018252913066595588,0.21877578681898593,0.007609908545239506,0.012186503723874113
11,7Networks_LH_Vis_11,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,-2633.86632112978,217835.39078485794,9.336784852674913e-06,0.32479241463103115,-32.85372889443214,73.94935734001365,169451.34881483848,3.9440258171749036e-05,0.3228398338045577,0.8615927451886287,0.35803599358706095,0.00018430001404845265,0.00040695175477213776,0.5585853645653803
12,7Networks_LH_Vis_12,7networks_lh_vis,7Networks_LH_Vis,visual,visual,L,-858.1686116094456,106105.3764059738,0.20228476947942756,0.013513053991328294,166.75418778888078,-14602.106342274292,351686.0727883823,0.0001127494652096338,0.29188614152501435,19.869717124861154,5.12323815901906e-05,0.32682307951480466,0.000853137620086229,0.0011075952972355492
